Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids
869,1/5/15,Marib,Medghal Al-Jeda'an,Al-Jeda'an ,House,Civilian,Residential Area,unkn,unkn
870,1/5/15,Marib,Medghal Al-Jeda'an,Al-Jeda'an ,Fuel truck,Economic_infrastructure,Oil & Gas,unkn,unkn
871,1/5/15,Saada,Kitaf Wa Al-Boqe'e,-,Unknown,Unknown,Unknown,unkn,7
872,1/5/15,Saada,Sihar,Al-Talh,Unknown,Unknown,Unknown,unkn,7
873,1/5/15,Saada,Sa'ada,-,Kahlan Military Camp,Military_Security_Target,Military Site,unkn,6
874,1/5/15,Taiz,Khadir,Al-Saqeea'a dam,Resorte,Economic_infrastructure,Private business,unkn,2
875,2/5/15,Capital,Al-Sab'ein,-,Presidential Palace,Military_Security_Target,Military Site,unkn,unkn
876,2/5/15,Capital,Al-Sab'ein,70m road,Unknown,Infrastructure,Transport,unkn,2
877,2/5/15,Capital,Ma'ain,Al-Robat street,Natco company storage units,Economic_infrastructure,Private business,unkn,unkn
878,2/5/15,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,24,2
879,2/5/15,Sanaa,Bani Matar,Faj Attan ,Unknown,Unknown,Unknown,unkn,unkn
880,2/5/15,Sanaa,Arhab,-,Al-Sama'a Military Camp,Military_Security_Target,Military Site,24,unkn
881,2/5/15,Bayda,Mukayras,Naqil Tharah,Unknown,Infrastructure,Transport,unkn,4
882,2/5/15,Aden,Al-Mualla,-,Aden port,Infrastructure,Transport,unkn,unkn
883,2/5/15,Aden,Al-Mualla,Al-Dakah,Unknown,Unknown,Unknown,unkn,unkn
884,2/5/15,Aden,Khor Maksar,Al-Omal island,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn
885,2/5/15,Aden,Al-Mansourah,Al-Sha'ab ,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn
886,2/5/15,Aden,,-,Jahis farm,Economic_infrastructure,Farms,unkn,unkn
887,2/5/15,Hajja,Harad,"Al-Madahishah, Mita'an, Al-Maghafilah",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
888,2/5/15,Hudaydah,Al-Durayhimi,-,Al-Hudaydah Airport,Infrastructure,Transport,unkn,5
889,2/5/15,Hudaydah,Kamaran,KaMarran Island,Unknown,Unknown,Unknown,18,1
890,2/5/15,Lahj,Tuban,Sabir ,Al-Yemeni building,Economic_infrastructure,Private business,unkn,1
891,2/5/15,Marib,Harib,"The Shaqir junction, Sha'ab Al-Sawda'a, Al-Qala'ah",Pro-Houthi forces ,Military_Security_Target,Forces,unkn,5
892,2/5/15,Marib,Sirwah,Al-Zor,Pro-Houthi forces ,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn
893,2/5/15,Saada,Al-Safra'a,Al Amar,Military Site,Military_Security_Target,Military Site,unkn,unkn
894,2/5/15,Saada,Al-Dhaher,-,Food truck,Economic_infrastructure,Food (storage/transportation),unkn,unkn
895,2/5/15,Shabwa,Ain,Shaqir suburb,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,1
896,3/5/15,Capital,,-,House ( belongs to the pro-Houthi leader Yusif Al-Madani ),Political_Tribal,Figure,unkn,1
897,3/5/15,Abyan,Lawdar,Akad,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn
898,3/5/15,Abyan,,Ma'ain,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn
899,3/5/15,Aden,Al-Mualla,-,Aden port,Infrastructure,Transport,4,unkn
900,3/5/15,Aden,,Aden-Abyan road ( Al-Alam checkpoint ),Pro-Houthi forces ,Military_Security_Target,Checkpoints,unkn,unkn
901,3/5/15,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,10,unkn
902,3/5/15,Aden,Khor Maksar,Al-Omal island,Pro-Houthi forces,Military_Security_Target,Forces,unkn,4
903,3/5/15,Aden,Khor Maksar,Al-Araeesh,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
904,3/5/15,Aden,Crater,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
905,3/5/15,Aden,Khor Maksar,Al-Araeesh,Unknown,Unknown,Unknown,unkn,unkn
906,3/5/15,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,unkn,unkn
907,3/5/15,Hudaydah,Al-Durayhimi,-,Al-Hudaydah Airport,Infrastructure,Transport,unkn,1
908,3/5/15,Hudaydah,Al-Durayhimi,-,Military Airport,Military_Security_Target,Military Site,unkn,unkn
909,3/5/15,Hudaydah,Al-Durayhimi,-,Coastal Defence Military Camp,Military_Security_Target,Military Site,unkn,unkn
910,3/5/15,Lahj,Tuban,Sabir ,Ajyal factory,Economic_infrastructure,Private factory,unkn,unkn
911,3/5/15,Saada,Al-Dhaher,-,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn
912,3/5/15,Saada,Haydan,Marran,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn
913,3/5/15,Saada,Sa'ada,-,The Republican guard camp,Military_Security_Target,Military Site,unkn,2
914,3/5/15,Saada,Sihar,Al-Abla'a,Sabafon Network,Infrastructure,Communication,unkn,1
915,4/5/15,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Gov. Compounds,unkn,unkn
916,4/5/15,Sanaa,Bani Hushaysh,Sarif,Al-Khorafi Military Camp,Military_Security_Target,Military Site,unkn,unkn
917,4/5/15,Sanaa,Arhab,-,Al-Sama'a Military Camp,Military_Security_Target,Military Site,unkn,unkn
918,4/5/15,Aden,Dar Sa'ad,Al-Safinah junction,United hotel,Economic_infrastructure,Private business,24,2
919,4/5/15,Aden,Dar Sa'ad,Al-Safinah junction,Building,Unknown,Unknown,24,2
920,4/5/15,Aden,Dar Sa'ad,-,Al-Fayrooz health center,Medical_Facility,Medical Centres,24,unkn
921,4/5/15,Aden,Al-Mualla,-,Pro-Houthi forces sites,Military_Security_Target,Forces,24,unkn
922,4/5/15,Ibb,Al-Saddah,Al-Misqah village,House ( belonging to a Military commander Yahya Al-Shami ),Political_Tribal,Figure,7,unkn
923,4/5/15,Ibb,Al-Nadirah,-,Several areas,Unknown,Unknown,7,unkn
924,4/5/15,Hudaydah,Al-Durayhimi,-,Al-Hudaydah Airport,Infrastructure,Transport,6,unkn
925,4/5/15,Lahj,Tuban,Sabir,the 5th Brigade ,Military_Security_Target,Military Site,unkn,unkn
926,4/5/15,Marib,Sirwah,Al-Zor,Pro-Houthi forces,Military_Security_Target,Forces,unkn,5
927,4/5/15,Marib,Marib,-,Military Sites,Military_Security_Target,Military Site,unkn,unkn
928,4/5/15,Saada,Sihar,Al-Abla'a,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
929,4/5/15,Saada,Sa'ada,Al-Qofl,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
930,5/5/15,Bayda,Mukayras,Naqil Tharah road ,Roads,Infrastructure,Transport,unkn,3
931,5/5/15,Aden,Al-Tawahi,Electricity and fish junction,Pro-Houthi forces ,Military_Security_Target,Forces,16,unkn
932,5/5/15,Lahj,Al-Hawta,-,Pro-Houthi sites,Military_Security_Target,Forces,15,3
933,5/5/15,Marib,,Several areas,Unknown,Unknown,Unknown,unkn,unkn
934,5/5/15,Saada,Sihar,Al-Dhabyan village,Al-Habbi House,Civilian,Residential Area,2,unkn
935,5/5/15,Saada,Al-Dhaher,Al-Malaheet,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn
936,5/5/15,Saada,Baqim,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
937,5/5/15,Saada,Razih,Al-Omrah vallige,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn
938,5/5/15,Saada,Ghamir,Bani Ma'ain,Unknown,Unknown,Unknown,unkn,unkn
939,5/5/15,Saada,Sa'ada,The City,Mohammed Al-Hibbi House,Civilian,Residential Area,unkn,unkn
940,5/5/15,Saada,Sa'ada,-,22 May police station,Military_Security_Target,Military Site,unkn,unkn
941,5/5/15,Saada,Sa'ada,-,Al-Tawheed school,Educational_facility,School,unkn,unkn
942,5/5/15,Saada,Sa'ada,-,The cultural center,Economic_infrastructure,Private business,unkn,unkn
943,5/5/15,Saada,Sihar,Al-Talh,Commercial stores,Economic_infrastructure,Private business,unkn,10
944,5/5/15,Saada,Baqim,-,Several areas,Unknown,Unknown,unkn,unkn
945,5/5/15,Saada,Haydan,Al-Qamah area,Unknown,Unknown,Unknown,unkn,unkn
946,6/5/15,Bayda,Mukayras,Naqil Tharah road ,Pro-Houthi forces ,Infrastructure,Transport,unkn,3
947,6/5/15,Bayda,Zinjibar,-,15th infantry Brigade,Military_Security_Target,Military Site,12,3
948,6/5/15,Aden,Dar Sa'ad,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,2
949,6/5/15,Aden,Al-Mualla,-,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn
950,6/5/15,Aden,Al-Tawahi,-,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn
951,6/5/15,Bayda,Rada'a,Rada'a city,A-Qamra'a Military Site,Military_Security_Target,Military Site,unkn,unkn
952,6/5/15,Bayda,Al-Qurayshiyah,Qayfah,Professional Institute,Educational_facility,Institute,unkn,unkn
953,6/5/15,Bayda,Al-Arsh,Milah ,Al-Arami hill,Unknown,Unknown,unkn,unkn
954,6/5/15,Dhamar,Dhamar City,Dhamar Al-Qarn,Military police camp,Military_Security_Target,Military Site,unkn,5
955,6/5/15,Dhamar,Dhamar City,Dhamar Al-Qarn,Police academy,Military_Security_Target,Military Site,unkn,5
956,6/5/15,Lahj,Tuban,-,Al-Anad Airbase,Military_Security_Target,Military Site,unkn,unkn
957,6/5/15,Saada,Sa'ada,-,House ( belongs to pro-Houthi leader Abdullah Al-Ebi ),Political_Tribal,Figure,unkn,unkn
958,6/5/15,Saada,Majz,Dhahyan,Unknown,Civilian,Residential Area,unkn,unkn
959,6/5/15,Saada,Ghamir,Al-Masna'ah,Unknown,Unknown,Unknown,unkn,2
960,7/5/15,Capital,Al-Thawrah,Al-Jiraf neighborhood,houses,Civilian,Residential Area,1,unkn
961,7/5/15,Sanaa,Bani Matar,Faj Attan ,Missiles Brigade Camp,Military_Security_Target,Military Site,1,4
962,7/5/15,Hajja,Midi,Midi city,Pro-Houthi forces ,Military_Security_Target,Forces,1,unkn
963,7/5/15,Hudaydah,Al-Durayhimi,Al-Jabbanah,Al-Hudaydah Airport,Infrastructure,Transport,unkn,3
964,7/5/15,Hudaydah,Al-Durayhimi,Al-Jabbanah,Military Airport,Military_Security_Target,Military Site,unkn,2
965,7/5/15,Marib,Sirwah,"Al-Zor, Al-Dashoosh, Al-Dahlah",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
966,7/5/15,Saada,Sa'ada,Old city,Pro-Houthi forces ,Military_Security_Target,Forces,2,unkn
967,7/5/15,Saada,Ghamir,Al-Masna'ah ,Unknown,Unknown,Unknown,unkn,unkn
968,7/5/15,Saada,Majz,Dhahyan,Unknown,Unknown,Unknown,unkn,unkn
969,7/5/15,Saada,Sa'ada,Old city,Houses,Civilian,Residential Area,unkn,unkn
970,7/5/15,Saada,Sa'ada,Old city,Landmines factory,Military_Security_Target,Other,20,unkn
971,7/5/15,Saada,Sa'ada,Bani Moa'adh,Two Military centers,Military_Security_Target,Military Site,20,unkn
972,7/5/15,Saada,Sa'ada,-,The rescue poilce branch building,Military_Security_Target,Military Site,unkn,unkn
973,7/5/15,Saada,Sa'ada,-,Traffic police building,Military_Security_Target,Military Site,unkn,unkn
974,7/5/15,Saada,Sa'ada,-,The curt,Infrastructure,Gov. Compounds,unkn,unkn
975,7/5/15,Saada,Sa'ada,-,Central Organization for Control and Accounting,Infrastructure,Gov. Compounds,unkn,unkn
976,7/5/15,Saada,Sa'ada,-,The finance office,Infrastructure,Gov. Compounds,unkn,unkn
977,7/5/15,Saada,Sa'ada,-,The governmental comound,Infrastructure,Gov. Compounds,unkn,unkn
978,7/5/15,Saada,Al-Dhaher,Al-Malaheet,Unknown,Unknown,Unknown,unkn,unkn
979,7/5/15,Saada,Razih,Al Ali,Unknown,Unknown,Unknown,unkn,unkn
980,7/5/15,Saada,Monabbih,-,Unknown,Unknown,Unknown,unkn,unkn
981,7/5/15,Saada,Kitaf Wa Al-Boqe'e,-,Unknown,Unknown,Unknown,unkn,unkn
982,7/5/15,Saada,Baqim,-,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,10
983,7/5/15,Saada,Razih,Borkan,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,4
984,7/5/15,Saada,Sa'ada,-,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn
985,7/5/15,Saada,,-,Al-Husain Military Camp,Military_Security_Target,Forces,24,unkn
986,7/5/15,Saada,,-,Houthis political office Saleh Al-Samad,Political_Tribal,Figure,24,1
987,7/5/15,Saada,Sa'ada,Al-Methalath,telecommunication compound,Infrastructure,Communication,unkn,unkn
988,8/5/15,Abyan,Zinjibar,-,Pro-Houthi forces ,Military_Security_Target,Forces,23,4
989,8/5/15,Amran,Qaflah Odhr,-,Governmental Compound,Infrastructure,Gov. Compounds,unkn,unkn
990,8/5/15,Amran,Qaflah Odhr,-,Al-A'adhab hospital,Medical_Facility,Hospital,unkn,1
991,8/5/15,Amran,Qaflah Odhr,-,Mosque,Civilian,Mosque,unkn,unkn
992,8/5/15,Hajja,Bakil Al-Mir,Samnah,House ( belongs to Mohammed Saleh Faknah ),Civilian,Residential Area,unkn,unkn
993,8/5/15,Hajja,Harad,Al-Shia'ab,Unknown,Unknown,Unknown,unkn,unkn
994,8/5/15,Hudaydah,Al-Salif,Ras Esa,82nd Infantry Brigade,Military_Security_Target,Military Site,unkn,unkn
995,8/5/15,Saada,Haydan,Marran,House (belong to a Houthi leader),Political_Tribal,Figure,unkn,unkn
996,8/5/15,Saada,Haydan,Marran,School,Educational_facility,School,unkn,unkn
997,8/5/15,Saada,Haydan,Marran,Houthis leader's grave,Political_Tribal,Figure,10,unkn
998,8/5/15,Saada,Sa'ada,-,Mines lab,Unknown,Unknown,unkn,unkn
999,8/5/15,Saada,Sa'ada,Al-Tais mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
1000,8/5/15,Saada,Saqain,-,Pro-Houthi HQ,Military_Security_Target,Military Site,2,unkn
1001,8/5/15,Saada,Razih,-,Unknown,Unknown,Unknown,19,9
1002,8/5/15,Saada,Sihar,Al-Rabea Village,Al-Jabrah house,Civilian,Residential Area,unkn,unkn
1003,8/5/15,Saada,,-,Unknown,Unknown,Unknown,unkn,unkn
1004,8/5/15,Saada,Majz,Dhahyan ,House ( belong to a Houthi leader Abo Ali Al-Hakim ),Political_Tribal,Figure,23,unkn
1005,8/5/15,Shabwa,Ataq,Ataq city,Pro-Houthi forces ,Military_Security_Target,Forces,2,unkn
1006,9/5/15,Capital,Bani Al-Harith,Al-Rahabah,Al-Daylami Airbase,Military_Security_Target,Military Site,unkn,unkn
1007,9/5/15,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,unkn,2
1008,9/5/15,Aden,Al-Mualla,-,Pro-Houthi forces ,Military_Security_Target,Moving Target (weapons/fighters),unkn,unkn
1009,9/5/15,Amran,Huth,-,Governmental Compound,Infrastructure,Gov. Compounds,14,2
1010,9/5/15,Amran,,-,Sawdah Adan Military Site,Military_Security_Target,Military Site,14,unkn
1011,9/5/15,Amran,Raydah,Ghawlah Ajeeb,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn
1012,9/5/15,Amran,Harf Sufyan,-,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn
1013,9/5/15,Amran,Bani Suraim,-,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn
1014,9/5/15,Amran,Jabal Iyal Bin Yazid,-,Unknown,Unknown,Unknown,unkn,unkn
1015,9/5/15,Dhamar,Dhamar City,"Al-Mejahashah, Rukaf, Bani Saâ€™ad mountains",Unknown,Unknown,Unknown,unkn,unkn
1016,9/5/15,Dhamar,Jabal Al-Sharq,Ans Mikhlaf Bani Saad,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
1017,9/5/15,Hajja,Midi,-,Post office ,Infrastructure,Communication,unkn,unkn
1018,9/5/15,Hajja,Midi,Al-Khadra'a,Unknown,Unknown,Unknown,1,unkn
1019,9/5/15,Hajja,Harad,Al-Shia'ab,Unknown,Unknown,Unknown,1,unkn
1020,9/5/15,Ibb,Al-Saddah,Sawadah village,House ( belongs to pro-Houthi leader Abdulqadir Al-Shami ),Political_Tribal,Figure,6,4
1021,9/5/15,Lahj,Tuban,-,Al-Anad Airbase,Military_Security_Target,Military Site,unkn,unkn
1022,9/5/15,Saada,Sa'ada,The main road,Unknown,Infrastructure,Transport,unkn,unkn
1023,9/5/15,Saada,Sihar,Al Humaidan,Unknown,Unknown,Unknown,unkn,2
1024,9/5/15,Saada,Majz,Dhahyan,Unknown,Unknown,Unknown,unkn,7
1025,9/5/15,Saada,Saqain,Al-Majazain ,Al-Majazain market,Civilian,Market place,unkn,unkn
1026,9/5/15,Saada,Haydan,Marran,Unknown,Unknown,Unknown,unkn,16
1027,9/5/15,Saada,Sa'ada,The City,Al-Imam Al-Hadi mosque,Civilian,Mosque,unkn,unkn
1028,9/5/15,Saada,Sa'ada,The City,Market (located near Al-Imam Al-Mahdi mosque),Civilian,Market place,unkn,unkn
1029,9/5/15,Saada,,-,House ( belongs to Hosain Ebrahim Maraq ),Civilian,Residential Area,unkn,unkn
1030,9/5/15,Saada,Sa'ada,Bani Moa'adh,Two houses ,Civilian,Residential Area,1,unkn
1031,9/5/15,Saada,,-,House ( belongs to pro-Houthi leader Hameed Al-Samad ),Political_Tribal,Figure,unkn,unkn
1032,9/5/15,Saada,Sihar,-,House ( belongs to the houthis spokesperson Mohammed Abdulsalam ) ,Political_Tribal,Figure,1,unkn
1033,9/5/15,Saada,Al-Safra'a,Modhab,House ( belongs to Pro-Houthi leader Ahmad Saleh Hindi ),Political_Tribal,Figure,1,unkn
1034,9/5/15,Saada,Sihar,Al-Talh,House ( belongs to pro-Houthi forces Saleh Al-Mashat ),Political_Tribal,Figure,unkn,unkn
1035,9/5/15,Saada,Sihar,Bani Mua'dh,The Religious Indowments Ministry,Infrastructure,Gov. Compounds,unkn,unkn
1036,9/5/15,Shabwa,Ataq,-,Al-Jalfouz checkpoint,Military_Security_Target,Checkpoints,unkn,unkn
1037,9/5/15,Shabwa,Ataq,-,Ataq central hospital project,Medical_Facility,Hospital,unkn,unkn
1038,9/5/15,Shabwa,Ataq,-,Oil and Minerals Collage,Educational_Facility,University,unkn,unkn
1039,10/5/15,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,21,unkn
1040,10/5/15,Capital,Al-Thawrah,Al-Nahdhah neighborhood,Houses,Civilian,Residential Area,1,2
1041,10/5/15,Capital,Al-Wahdah,Haddah,The resident of former President Ali Salih,Political_Tribal,Figure,4,2
1042,10/5/15,Capital,Al-Wahdah,Haddah,The resident of former President Ali Salih,Political_Tribal,Figure,unkn,unkn
1043,10/5/15,Sanaa,Sanhan,Bait Al-Ahmar village,The resident of former President Ali Salih,Political_Tribal,Figure,20,unkn
1044,10/5/15,Sanaa,Sanhan,"Al-Najd Al-Ahmar, Al-Haid Al-Akhdhar",Weapons stores,Military_Security_Target,weapon storage,unkn,unkn
1045,10/5/15,Abyan,Zinjibar,-,15th infantry Brigade,Military_Security_Target,Military Site,unkn,unkn
1046,10/5/15,Aden,Crater,Hadeed mountain,Pro-Houthi forces ,Military_Security_Target,Forces,1,12+
1047,10/5/15,Aden,Al-Tawahi,-,Presidential Palace,Military_Security_Target,Military Site,unkn,unkn
1048,10/5/15,Aden,Al-Tawahi,Ras Marbit,Navy weapons stores,Military_Security_Target,weapon storage,unkn,unkn
1049,10/5/15,Aden,Al-Tawahi,-,The resident of former governor of Aden,Political_Tribal,Figure,1,unkn
1050,10/5/15,Aden,Khor Maksar,"Al-Omal Island, Al-A'areesh ",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
1051,10/5/15,Bayda,Al-Zahir,-,Haid Al-Dharwah Military Site,Military_Security_Target,Military Site,unkn,unkn
1052,10/5/15,Bayda,Al-Zahir,-,School,Educational_facility,School,unkn,1
1053,10/5/15,Dhamar,Jabal Al-Sharq,"Al-Mishhajah, Rakf mountain",Unknown,Cultural_heritage,Historical buildings/Towns,unkn,unkn
1054,10/5/15,Saada,Majz,Dhahyan,House,Civilian,Residential Area,unkn,1
1055,10/5/15,Saada,Sa'ada,The City,Old Market,Civilian,Market place,unkn,3
1056,10/5/15,Saada,Sa'ada,The City,Al-Qabas House,Civilian,Residential Area,unkn,1
1057,10/5/15,Saada,Sa'ada,The City,Street,Infrastructure,Transport,unkn,1
1058,10/5/15,Saada,Haydan,Al-Jamimah,House,Civilian,Residential Area,unkn,unkn
1059,11/5/15,Capital,Azal,Noqom mountain,Weapons stores,Military_Security_Target,weapon storage,13,unkn
1060,11/5/15,Capital,Azal,Noqom mountain,Weapons stores,Military_Security_Target,weapon storage,17,unkn
1061,11/5/15,Capital,Azal,Noqom mountain,Weapons stores,Military_Security_Target,weapon storage,22,unkn
1062,11/5/15,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,unkn,unkn
1063,11/5/15,Capital,Al-Sab'ein,Al-Nahdain,The presidental palace,Military_Security_Target,Military Site,unkn,unkn
1064,11/5/15,Sanaa,Bani Matar,Faj Attan ,Missiles Brigade Camp,Military_Security_Target,Military Site,9,3
1065,11/5/15,Aden,Khor Maksar,Al-Araeesh,Pro-Houthi forces,Military_Security_Target,Forces,15,1
1066,11/5/15,Bayda,Mukayras,Area located between the Misha'abah and Al- Ma'adhen areas,Telecommunication network,Infrastructure,Communication,12,unkn
1067,11/5/15,Dhalie,Al-Dhalie,Sannah ,The governmental compound,Infrastructure,Gov. Compounds,14,2
1068,11/5/15,Dhalie,Al-Dhalie,Sannah ,Central jail,Military_Security_Target,Military Site,14,2
1069,11/5/15,Hajja,Harad,Al-Hajawirah,Unknown,Civilian,Residential Area,unkn,unkn
1070,11/5/15,Hajja,Harad,"Ahim junction, Harad city",Unknown,Civilian,Residential Area,unkn,unkn
1071,11/5/15,Marib,Sirwah,-,Pro-Houthi forces,Military_Security_Target,Forces,1,11
1072,11/5/15,Saada,Sa'ada,-,Sa'ada radio station,Media,Radio station,unkn,unkn
1073,11/5/15,Saada,Sa'ada,The City,Al-Munadil Hussein Fayed school,Educational_facility,School,8,1
1074,11/5/15,Saada,Sihar,Al Oqab,Al-Hadhaf factory,Economic_infrastructure,Private factory,unkn,unkn
1075,11/5/15,Saada,Razih,Sha'arah,Unknown,Unknown,Unknown,unkn,1
1076,11/5/15,Saada,Haydan,"Marran, Hadqi",Pro-Houthi forces,Military_Security_Target,Forces,14,unkn
1077,11/5/15,Saada,Saqain,Al-Sha'af,Pro-Houthi forces,Military_Security_Target,Forces,14,unkn
1078,11/5/15,Taiz,Al-Qaherah,-,Al-Qaherah castle,Cultural_heritage,Historical buildings/Towns,2,3
1079,11/5/15,Taiz,Sabir Al-Mawadim,Al-Damghah,Pro-Houthi forces,Military_Security_Target,Forces,2,3
1080,11/5/15,Taiz,Al-Mudhaffar,Al-Dahi,Residential Area,Civilian,Residential Area,6,unkn
1081,11/5/15,Taiz,Al-Mudhaffar,Al-Sunnah mosque neighbourhood,Mosque,Civilian,Mosque,6,unkn
1082,11/5/15,Taiz,Al-Mudhaffar,Al-Morroor neighborhood,School,Educational_facility,School,13,unkn
1083,11/5/15,Taiz,,-,PSO BUILDING,Military_Security_Target,Military Site,unkn,unkn
1084,11/5/15,Taiz,,-,CID,Military_Security_Target,Military Site,unkn,unkn
1085,11/5/15,Taiz,Al-Mudhaffar,Al-Morroor neighborhood,Technical institute,Educational_facility,Institute,13,
1086,11/5/15,Taiz,,-,Traffic HQ building,Infrastructure,Gov. Compounds,15,unkn
1087,12/5/15,Capital,Al-Thawrah,Al-Hassabah ,Maintenance Military Unit,Military_Security_Target,Military Site,9,6
1088,12/5/15,Capital,Al-Thawrah,Al-Nahdhah neighborhood,Former 1st Armoured Division,Military_Security_Target,Military Site,9,unkn
1089,12/5/15,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,9,unkn
1090,12/5/15,Capital,Al-Thawrah,Al-Nahdhah,Al-Iman university,Educational_facility,University,14,unkn
1091,12/5/15,Capital,Azal,Noqom mountain,Weapons stores,Military_Security_Target,weapon storage,22,unkn
1092,12/5/15,Capital,Al-Sab'ein,Al-Nahdhah ,Al-Nahdain Military Camp,Military_Security_Target,Military Site,22,unkn
1093,12/5/15,Capital,Old City,-,Ghamdan castle,Cultural_heritage,Historical buildings/Towns,22,unkn
1094,12/5/15,Sanaa,Bani Matar,Faj Attan ,Weapons stores,Military_Security_Target,weapon storage,17,unkn
1095,12/5/15,Sanaa,Bani Matar,Faj Attan ,Missiles Brigade Camp,Military_Security_Target,Military Site,22,unkn
1096,12/5/15,Hajja,Abs,-,The Central jail,Military_Security_Target,Military Site,15,1
1097,12/5/15,Hajja,Abs,-,Houses,Civilian,Residential Area,15,unkn
1098,12/5/15,Hudaydah,Zabid,-,Police and security HQ,Military_Security_Target,Military Site,unkn,unkn
1099,12/5/15,Hudaydah,Zabid,-,Shagia market ,Civilian,Market place,unkn,5
1100,12/5/15,Hudaydah,Zabid,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn
1101,12/5/15,Ibb,Ibb,Hirathah mountain,Bin Laden resort,Infrastructure,Parks/Resorts,23,8
1102,12/5/15,Marib,Marib City,-,Third Military region ( Air Defence battalion ),Military_Security_Target,Military Site,15,2
1103,12/5/15,Taiz,Al-Qaherah,-,Al-Qaherah castle,Cultural_heritage,Historical buildings/Towns,15,4
1104,12/5/15,Taiz,Al-Mudhaffar,Residential Area,Houses,Civilian,Residential Area,17,unkn
1105,13/05/2015,Bayda,Mukayras,Aqabat Lawder,Unknown,Infrastructure,Transport,15,unkn
1106,13/05/2015,Lahj,Radfan,Blh,Unknown,Unknown,Unknown,15,unkn
1107,14/05/2015,Aden,Crater,Hadeed mountain,Pro-Houthi forces,Military_Security_Target,Forces,1,unkn
1108,14/05/2015,Aden,Khor Maksar,Al-A'areesh,Pro-Houthi forces,Military_Security_Target,Forces,1,unkn
1109,14/05/2015,Aden,Dar Sa'ad,Ja'olah Al-Ribat,Pro-Houthi forces,Military_Security_Target,Forces,1,unkn
1110,14/05/2015,Aden,Al-Buraiqah,Salah Al-Deen city,Pro-Houthi forces,Military_Security_Target,Forces,unkn,3
1111,14/05/2015,Lahj,Tuban,Al-Robat ,Pro-Houthi forces,Military_Security_Target,Forces,1,unkn
1112,14/05/2015,Saada,Al-Dhaher,Al-Safiyah,Car,Civilian,Vehicle/Bus,unkn,unkn
1113,15/05/2015,Hajja,Harad,Al-Mazraq,IDPs camp,Civilian,Residential Area,unkn,unkn
1114,16/05/2015,Aden,Crater,Al-Ma'asheeq,Presidential Palace,Military_Security_Target,Military Site,24,unkn
1115,17/05/2015,Saada,Sihar,Alaf valley,Unknown,Unknown,Unknown,unkn,unkn
1116,17/05/2015,Saada,Al-Dhaher,Al-Malaheet,Pro-Houthi forces,Military_Security_Target,Forces,13,unkn
1117,18/05/2015,Capital,Al-Sab'ein,Al-Nahdain ,Presidential Palace,Military_Security_Target,Military Site,24,unkn
1118,18/05/2015,Sanaa,Bani Matar,Faj attan mountain,Missiles Brigade Camp,Military_Security_Target,Military Site,24,unkn
